Student_ID,First_Name,Last_Name,Email,Gender,Department,Grade,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Age,Math_Score,assi_Math,Science_Score,assi_Science,English_Score,assi_English,Social_Studies_Score,assi_Social_Studie,French_Score,assi_French,Computer_Science_Score,assi_Computer_Science,last_score,Study_Hours_per_Week,Stress_Level (1-10),Sleep_Hours_per_Night,assi_late,non-academic_attendance,academic_attendance,lms_login_freq_per_day,lms_active_avg_hrs,resource_access_avg_hrs
S3068,Sara,Jones,student2068@university.com,Female,6th Grade,D,Yes,Yes,Master's,Medium,12,69.0,72.5,64.66666667,63.3,70.0,52.6,73.66666667,60.6,69.33333333,81.8,71.66666667,60.1,72.8,18.5,6,6.8,0.0,78.66666667,83.0,1.5,1.566666667,0.833333333
S3068,Sara,Jones,student2068@university.com,Female,Middle School,D,Yes,Yes,Master's,Medium,12,67.5,62.3,67.75,57.0,71.0,65.2,69.0,64.0,69.5,82.3,69.5,60.1,72.2,18.5,6,6.8,0.25,85.0,93.75,1.7,1.5,1.225
S3071,John,Brown,student2071@university.com,Male,5th Grade,D,No,Yes,PhD,Medium,10,73.0,73.2,65.0,59.7,85.0,81.8,73.0,57.4,65.0,69.4,63.0,51.6,72.4,15.1,6,4.3,0.0,75.0,92.0,1.9,1.4,1.0
S3071,John,Brown,student2071@university.com,Male,6th Grade,D,No,Yes,PhD,Medium,12,70.0,65.2,68.0,67.3,66.0,67.9,64.0,58.3,84.0,96.9,58.0,53.4,64.5,15.1,6,4.3,0.0,83.0,58.0,0.8,1.9,0.8
S3071,John,Brown,student2071@university.com,Male,Middle School,D,No,Yes,PhD,Medium,12,82.0,76.4,63.0,58.2,58.0,68.9,69.0,54.8,74.0,84.7,67.0,53.5,68.6,15.1,6,4.3,0.0,92.0,83.0,1.8,1.1,0.8
S3074,Omar,Johnson,student2074@university.com,Male,5th Grade,F,No,Yes,Bachelor's,Medium,10,74.0,76.2,92.0,87.6,89.0,80.8,90.0,71.9,93.0,100.0,93.0,77.8,88.5,10.8,7,4.9,,,,,,
S3078,Omar,Jones,student2078@university.com,Male,6th Grade,F,Yes,Yes,Bachelor's,Low,12,91.0,80.3,97.0,89.5,94.0,88.4,92.0,75.6,99.0,100.0,91.0,80.7,89.4,11.2,1,7.0,,,,,,
S3079,Liam,Johnson,student2079@university.com,Female,5th Grade,C,Yes,Yes,PhD,Medium,10,63.5,59.7,65.0,52.3,63.5,58.0,71.5,59.7,67.75,79.6,75.0,69.1,73.7,9.6,9,4.7,0.0,91.25,87.5,2.05,1.4,1.0
S3079,Liam,Johnson,student2079@university.com,Female,6th Grade,C,Yes,Yes,PhD,Medium,12,65.0,56.6,68.33333333,67.6,73.33333333,65.0,70.0,60.9,73.66666667,83.0,72.66666667,58.7,74.0,9.6,9,4.7,0.0,88.33333333,88.66666667,1.766666667,1.266666667,0.866666667
S3079,Liam,Johnson,student2079@university.com,Female,Middle School,C,Yes,Yes,PhD,Medium,12,64.25,56.2,70.75,79.4,69.5,65.6,71.0,63.9,65.75,75.7,68.75,67.8,67.4,9.6,9,4.7,0.0,84.5,89.75,1.725,1.425,1.1
S3087,Ali,Smith,student2087@university.com,Male,5th Grade,C,No,Yes,PhD,Medium,10,75.0,67.1,71.0,68.2,72.0,78.8,70.4,33.6,74.6,79.6,75.8,65.5,73.2,13.1,9,5.2,0.0,82.0,91.6,1.94,1.56,1.08
S3087,Ali,Smith,student2087@university.com,Male,6th Grade,C,No,Yes,PhD,Medium,12,83.0,78.8,79.0,77.2,78.0,67.2,80.0,63.8,77.0,86.8,80.0,62.3,80.3,13.1,9,5.2,0.0,92.0,92.0,2.0,1.6,0.8
S3087,Ali,Smith,student2087@university.com,Male,Middle School,C,No,Yes,PhD,Medium,12,79.0,69.5,81.0,82.2,83.0,86.4,74.0,61.8,73.0,90.5,84.0,72.7,70.8,13.1,9,5.2,0.0,89.0,92.0,2.2,1.6,1.3
S3090,Sara,Smith,student2090@university.com,Female,Middle School,F,Yes,Yes,High School,Medium,12,94.0,97.3,100.0,87.5,100.0,82.8,91.0,91.0,88.0,100.0,87.0,71.5,92.3,5.8,3,4.9,,,,,,
S3094,Omar,Davis,student2094@university.com,Male,Middle School,F,No,Yes,Master's,Medium,12,96.0,81.9,100.0,100.0,100.0,93.7,100.0,79.3,85.0,97.4,100.0,86.5,94.1,9.8,5,4.8,,,,,,
S3097,Sara,Davis,student2097@university.com,Female,Middle School,B,Yes,Yes,PhD,Low,12,74.0,67.2,77.0,75.1,78.0,74.1,93.0,82.6,86.0,100.0,89.0,74.9,78.8,26.5,10,5.3,0.0,83.0,100.0,3.0,1.9,1.4
S3109,Emma,Davis,student2109@university.com,Female,6th Grade,F,No,Yes,PhD,Medium,12,100.0,89.3,100.0,100.0,94.0,100.0,100.0,98.8,99.0,100.0,100.0,84.8,97.7,21.1,10,7.3,,,,,,
S3111,Ahmed,Johnson,student2111@university.com,Male,6th Grade,F,No,Yes,Bachelor's,Low,12,54.5,62.2,57.0,49.8,58.0,54.9,51.5,35.1,51.5,53.7,48.0,36.0,60.6,8.6,6,5.7,2.0,78.0,75.0,1.15,1.15,0.75
S3113,Ali,Williams,student2113@university.com,Male,Middle School,F,No,Yes,Master's,High,12,89.0,84.2,90.0,98.2,100.0,78.0,98.0,88.7,100.0,100.0,100.0,89.3,98.7,20.3,1,8.9,,,,,,
S3114,Ahmed,Smith,student2114@university.com,Male,5th Grade,C,Yes,Yes,Master's,Low,10,68.8,72.1,68.0,70.3,73.8,54.0,67.4,52.9,68.6,78.9,68.8,52.3,66.9,26.4,1,7.5,0.0,79.8,90.0,1.88,1.28,0.98
S3114,Ahmed,Smith,student2114@university.com,Male,6th Grade,C,Yes,Yes,Master's,Low,12,60.0,43.8,79.0,79.4,69.0,68.7,78.0,64.4,67.0,75.7,67.0,51.0,72.3,26.4,1,7.5,0.0,92.0,92.0,1.4,1.6,1.0
S3114,Ahmed,Smith,student2114@university.com,Male,Middle School,C,Yes,Yes,Master's,Low,12,70.5,67.6,69.5,68.2,68.5,73.8,76.5,60.8,75.0,80.2,71.5,62.2,77.5,26.4,1,7.5,0.0,89.0,83.5,1.95,1.35,1.05
S3117,Maria,Williams,student2117@university.com,Female,5th Grade,C,Yes,Yes,Bachelor's,Low,10,74.0,75.8,76.0,71.2,79.0,81.9,77.0,61.8,73.5,86.5,75.5,71.7,79.5,27.4,2,7.4,0.0,91.5,96.0,2.1,1.6,1.2
S3117,Maria,Williams,student2117@university.com,Female,6th Grade,C,Yes,Yes,Bachelor's,Low,12,78.0,73.1,73.5,78.4,81.0,81.9,72.0,83.6,75.5,89.3,71.0,58.2,75.4,27.4,2,7.4,0.0,86.0,96.0,1.65,1.6,1.0
S3117,Maria,Williams,student2117@university.com,Female,Middle School,C,Yes,Yes,Bachelor's,Low,12,74.0,77.2,76.0,73.8,73.66666667,84.2,77.33333333,74.0,68.33333333,73.1,71.33333333,63.7,70.9,27.4,2,7.4,0.333333333,85.0,75.0,1.566666667,1.933333333,0.933333333
S3118,Ali,Jones,student2118@university.com,Male,5th Grade,F,No,Yes,High School,Medium,10,57.0,48.8,52.0,36.9,61.0,55.3,59.0,59.9,63.0,71.6,61.0,56.8,61.6,26.9,7,6.7,0.0,56.0,83.0,1.2,1.3,0.5
S3118,Ali,Jones,student2118@university.com,Male,6th Grade,F,No,Yes,High School,Medium,12,69.0,75.3,61.0,51.1,52.0,60.1,60.0,56.2,66.0,74.1,63.0,57.2,63.4,26.9,7,6.7,2.0,56.0,83.0,1.4,1.2,0.7
S3118,Ali,Jones,student2118@university.com,Male,Middle School,F,No,Yes,High School,Medium,12,58.0,72.2,42.0,39.0,55.0,38.9,52.0,33.3,49.0,57.5,54.0,44.0,55.2,26.9,7,6.7,2.0,100.0,67.0,0.9,1.1,0.8
S3121,Maria,Davis,student2121@university.com,Female,5th Grade,C,No,Yes,High School,Medium,10,86.0,76.9,69.0,68.2,83.0,73.6,77.0,70.3,73.0,78.3,69.0,52.8,78.7,7.3,10,5.2,0.0,92.0,83.0,2.6,1.7,1.1
S3121,Maria,Davis,student2121@university.com,Female,6th Grade,C,No,Yes,High School,Medium,12,75.16666667,66.2,74.66666667,71.2,73.66666667,55.7,77.0,75.5,76.33333333,93.6,78.16666667,55.0,80.0,7.3,10,5.2,0.0,88.83333333,89.16666667,2.033333333,1.583333333,1.166666667
S3121,Maria,Davis,student2121@university.com,Female,Middle School,C,No,Yes,High School,Medium,12,75.33333333,81.6,78.33333333,83.1,79.33333333,76.0,72.66666667,57.1,74.0,89.3,81.66666667,67.6,74.7,7.3,10,5.2,0.0,91.66666667,83.33333333,1.9,1.466666667,1.3
S3128,Omar,Davis,student2128@university.com,Male,5th Grade,C,Yes,Yes,Master's,Medium,10,85.0,91.5,76.0,60.0,78.0,76.9,85.0,81.6,82.0,92.3,94.0,85.2,88.6,11.4,10,4.1,0.0,86.0,92.0,1.8,2.0,1.0
S3128,Omar,Davis,student2128@university.com,Male,6th Grade,C,Yes,Yes,Master's,Medium,12,88.0,77.5,72.0,70.0,67.0,67.5,83.0,77.9,81.0,91.9,82.0,63.6,79.6,11.4,10,4.1,0.0,83.0,92.0,2.3,1.7,1.1
S3128,Omar,Davis,student2128@university.com,Male,Middle School,C,Yes,Yes,Master's,Medium,12,81.0,71.8,81.0,65.7,85.0,84.8,94.0,96.2,84.0,95.7,77.0,68.5,92.0,11.4,10,4.1,0.0,67.0,92.0,2.2,1.8,1.0
S3146,Ali,Davis,student2146@university.com,Male,6th Grade,F,No,No,Bachelor's,Medium,12,100.0,90.6,100.0,100.0,100.0,90.2,79.0,65.9,95.0,100.0,100.0,79.6,92.9,10.4,5,8.3,,,,,,
S3148,Emma,Smith,student2148@university.com,Female,5th Grade,C,No,Yes,High School,Low,10,74.0,57.9,75.5,71.7,75.5,73.0,74.0,56.4,74.5,83.3,62.5,53.3,79.6,30.0,9,7.7,0.0,94.0,87.5,1.7,1.5,0.85
S3148,Emma,Smith,student2148@university.com,Female,6th Grade,C,No,Yes,High School,Low,12,68.33333333,56.1,66.33333333,66.3,70.66666667,55.7,74.66666667,62.6,74.0,83.6,71.66666667,64.0,71.7,30.0,9,7.7,0.0,89.0,88.66666667,1.933333333,1.233333333,0.9
S3148,Emma,Smith,student2148@university.com,Female,Middle School,C,No,Yes,High School,Low,12,69.2,56.2,73.0,64.3,72.2,84.6,69.4,71.6,66.6,84.2,68.0,54.1,67.1,30.0,9,7.7,0.0,83.0,91.8,1.66,1.38,1.16
S3158,Sara,Smith,student2158@university.com,Female,5th Grade,C,Yes,Yes,PhD,Medium,10,77.0,65.3,71.66666667,77.1,70.33333333,66.8,71.66666667,48.8,78.66666667,94.8,72.66666667,62.2,71.7,28.9,2,4.2,0.0,87.66666667,86.0,1.766666667,1.666666667,1.133333333
S3158,Sara,Smith,student2158@university.com,Female,6th Grade,C,Yes,Yes,PhD,Medium,12,73.33333333,67.8,73.0,76.8,71.66666667,66.3,75.33333333,50.2,72.66666667,87.9,75.33333333,61.5,72.3,28.9,2,4.2,0.0,75.33333333,83.33333333,1.5,1.566666667,1.266666667
S3158,Sara,Smith,student2158@university.com,Female,Middle School,C,Yes,Yes,PhD,Medium,12,67.0,64.1,71.5,72.4,79.5,94.0,69.5,61.5,72.0,84.4,79.5,70.6,74.9,28.9,2,4.2,0.0,83.0,66.5,1.8,1.35,0.85
S3161,Ahmed,Williams,student2161@university.com,Male,6th Grade,F,Yes,Yes,High School,Medium,12,53.0,61.6,51.0,48.0,51.0,38.6,62.0,50.9,59.0,62.3,53.0,45.9,56.9,28.0,6,7.3,,,,,,
S3167,Omar,Brown,student2167@university.com,Male,5th Grade,C,No,Yes,Bachelor's,Low,10,88.0,73.7,70.0,70.9,66.0,54.6,90.0,78.8,61.0,69.8,70.0,59.3,71.9,23.0,5,5.9,0.0,84.0,83.0,1.1,1.3,0.8
S3167,Omar,Brown,student2167@university.com,Male,6th Grade,C,No,Yes,Bachelor's,Low,12,69.33333333,72.2,71.33333333,63.7,60.0,49.0,68.0,66.6,77.0,93.0,65.0,62.6,68.3,23.0,5,5.9,0.0,90.66666667,89.0,2.1,1.266666667,1.033333333
S3167,Omar,Brown,student2167@university.com,Male,Middle School,C,No,Yes,Bachelor's,Low,12,69.4,62.7,71.6,74.3,76.0,74.7,70.4,57.4,66.4,70.1,71.0,63.2,79.4,23.0,5,5.9,0.0,85.0,93.4,1.56,1.32,1.06
S3173,Sara,Brown,student2173@university.com,Female,5th Grade,C,No,Yes,PhD,Low,10,68.75,63.4,66.0,74.1,69.25,72.8,68.0,45.3,68.0,81.1,67.5,53.5,74.8,15.4,9,8.4,0.0,91.0,91.75,2.2,1.375,1.05
S3173,Sara,Brown,student2173@university.com,Female,6th Grade,C,No,Yes,PhD,Low,12,75.0,75.0,69.66666667,73.8,66.0,72.5,78.66666667,84.3,69.66666667,91.2,64.0,53.6,72.2,15.4,9,8.4,0.0,76.66666667,91.66666667,1.533333333,1.3,1.2
S3173,Sara,Brown,student2173@university.com,Female,Middle School,C,No,Yes,PhD,Low,12,74.5,60.2,70.25,62.5,65.25,89.3,66.25,50.4,70.25,85.7,70.5,59.1,69.7,15.4,9,8.4,0.0,82.5,85.5,1.675,1.45,0.925
S3174,Ali,Davis,student2174@university.com,Male,5th Grade,C,No,Yes,PhD,Low,10,74.0,71.8,69.0,68.5,83.5,61.2,74.5,57.1,69.5,86.6,71.0,60.3,74.1,5.5,10,7.8,0.0,69.5,83.5,2.4,1.65,1.15
S3174,Ali,Davis,student2174@university.com,Male,6th Grade,C,No,Yes,PhD,Low,12,78.0,73.7,78.0,66.2,81.0,86.1,72.0,71.3,74.0,85.9,88.0,86.8,81.0,5.5,10,7.8,0.0,92.0,100.0,2.2,1.5,1.2
S3174,Ali,Davis,student2174@university.com,Male,Middle School,C,No,Yes,PhD,Low,12,79.0,77.3,76.0,76.6,72.0,66.0,77.5,64.9,88.0,100.0,79.5,68.9,74.6,5.5,10,7.8,0.0,95.0,92.0,1.6,1.75,1.6
S3177,Maria,Williams,student2177@university.com,Female,5th Grade,C,No,Yes,PhD,Low,10,79.0,75.6,76.5,76.3,70.5,64.3,73.0,63.4,79.0,87.1,84.0,60.7,76.0,16.7,8,5.9,0.0,79.5,91.5,2.55,1.25,1.1
S3177,Maria,Williams,student2177@university.com,Female,6th Grade,C,No,Yes,PhD,Low,12,81.5,95.3,72.0,56.7,71.5,64.9,72.0,66.6,69.0,83.0,68.0,54.7,65.7,16.7,8,5.9,0.0,84.0,100.0,1.95,1.6,1.05
S3177,Maria,Williams,student2177@university.com,Female,Middle School,C,No,Yes,PhD,Low,12,76.0,65.4,71.0,60.4,72.0,62.6,79.0,77.3,76.5,90.9,70.0,49.4,75.7,16.7,8,5.9,0.0,77.0,87.5,2.55,1.85,1.45
S3181,Ahmed,Brown,student2181@university.com,Male,5th Grade,B,No,No,Master's,Low,10,80.0,70.0,87.0,81.5,92.0,100.0,75.0,63.1,73.0,85.1,100.0,82.7,87.1,16.8,6,6.5,0.0,84.0,94.0,2.6,1.4,1.2
S3182,Omar,Brown,student2182@university.com,Male,5th Grade,D,Yes,Yes,PhD,Medium,10,62.33333333,52.9,72.0,67.0,65.0,72.5,66.33333333,69.5,71.66666667,88.6,67.0,46.6,65.5,16.9,8,6.8,0.0,84.66666667,89.0,1.6,1.633333333,0.8
S3182,Omar,Brown,student2182@university.com,Male,6th Grade,D,Yes,Yes,PhD,Medium,12,63.66666667,54.7,72.33333333,61.4,64.0,63.7,66.33333333,41.8,72.33333333,80.4,63.66666667,49.4,73.4,16.9,8,6.8,0.0,78.33333333,89.0,1.633333333,1.433333333,1.066666667
S3182,Omar,Brown,student2182@university.com,Male,Middle School,D,Yes,Yes,PhD,Medium,12,66.5,56.6,62.5,62.5,72.5,84.8,65.5,63.0,65.5,74.2,64.0,46.4,61.2,16.9,8,6.8,0.0,87.5,91.0,1.55,1.5,0.95
S3186,Ahmed,Smith,student2186@university.com,Male,5th Grade,F,Yes,Yes,Master's,Medium,10,60.0,65.2,61.0,60.1,53.0,38.0,68.0,53.1,48.0,55.5,47.0,41.6,50.3,11.5,1,8.3,2.0,56.0,83.0,1.4,1.2,0.7
S3186,Ahmed,Smith,student2186@university.com,Male,6th Grade,F,Yes,Yes,Master's,Medium,12,58.0,65.2,64.0,60.1,69.0,55.6,54.0,57.6,64.0,68.4,57.0,48.1,61.9,11.5,1,8.3,0.0,56.0,83.0,1.2,1.3,0.5
S3186,Ahmed,Smith,student2186@university.com,Male,Middle School,F,Yes,Yes,Master's,Medium,12,57.0,48.3,58.0,50.6,61.0,39.6,50.0,44.8,55.0,64.2,45.0,39.5,58.5,11.5,1,8.3,2.0,100.0,67.0,0.9,1.1,0.8
S3187,Emma,Jones,student2187@university.com,Female,Middle School,F,No,Yes,Master's,Medium,12,53.0,42.5,45.0,50.0,58.0,50.8,41.0,30.8,67.0,68.5,51.0,42.5,59.2,5.6,4,7.5,,,,,,
S3191,Ali,Jones,student2191@university.com,Male,6th Grade,F,No,Yes,Bachelor's,Low,12,99.0,95.7,90.0,97.2,90.0,90.8,94.0,87.2,99.0,100.0,91.0,69.8,92.0,9.5,6,4.4,,,,,,
S3192,Sara,Johnson,student2192@university.com,Female,5th Grade,C,No,No,Bachelor's,Low,10,78.0,68.0,79.0,72.5,77.0,77.3,94.0,89.0,82.0,94.3,83.0,72.6,86.5,27.4,4,6.6,0.0,83.0,92.0,2.3,1.7,1.1
S3192,Sara,Johnson,student2192@university.com,Female,6th Grade,C,No,No,Bachelor's,Low,12,76.0,75.6,78.0,70.7,86.0,86.7,100.0,92.3,76.0,84.7,76.0,73.7,81.8,27.4,4,6.6,0.0,67.0,92.0,2.2,1.8,1.0
S3192,Sara,Johnson,student2192@university.com,Female,Middle School,C,No,No,Bachelor's,Low,12,84.0,79.6,88.0,87.6,78.0,63.8,83.0,64.8,84.0,92.3,69.0,60.3,80.3,27.4,4,6.6,0.0,86.0,92.0,1.8,2.0,1.0
S3196,John,Jones,student2196@university.com,Male,5th Grade,D,No,Yes,Bachelor's,High,10,69.4,52.3,67.2,62.1,72.6,79.7,71.4,58.8,69.0,78.0,68.8,55.9,73.3,29.0,4,5.9,0.0,69.6,83.2,1.54,1.7,1.02
S3196,John,Jones,student2196@university.com,Male,6th Grade,D,No,Yes,Bachelor's,High,12,71.5,78.8,63.0,59.5,69.0,70.7,78.5,68.6,75.0,89.4,71.0,52.8,73.9,29.0,4,5.9,0.0,82.0,87.5,1.05,1.5,0.9
S3196,John,Jones,student2196@university.com,Male,Middle School,D,No,Yes,Bachelor's,High,12,63.5,73.3,68.0,70.0,76.0,82.4,78.0,67.9,77.0,91.0,69.5,54.1,65.7,29.0,4,5.9,0.0,86.0,87.5,1.8,1.65,1.15
S3202,Omar,Jones,student2202@university.com,Male,6th Grade,B,Yes,Yes,High School,Medium,12,88.0,76.8,76.0,60.3,82.0,63.1,85.0,80.0,85.0,94.1,90.0,78.2,90.2,27.4,4,8.9,0.0,83.0,100.0,3.0,1.9,1.4
S3212,Sara,Williams,student2212@university.com,Female,6th Grade,C,Yes,Yes,PhD,Medium,12,83.0,73.9,81.5,86.8,72.0,74.3,76.0,51.2,73.0,79.6,74.5,68.2,82.2,23.8,7,8.9,0.0,84.0,83.5,2.2,1.5,1.25
S3212,Sara,Williams,student2212@university.com,Female,Middle School,C,Yes,Yes,PhD,Medium,12,74.0,71.0,85.0,82.0,78.0,65.9,56.0,51.5,86.0,100.0,74.0,63.7,73.0,23.8,7,8.9,0.0,92.0,100.0,2.2,1.5,1.2
S3213,John,Jones,student2213@university.com,Male,5th Grade,C,No,Yes,Bachelor's,Low,10,82.0,78.8,86.0,79.7,81.33333333,76.8,80.66666667,68.4,77.0,84.8,75.0,67.3,81.9,24.7,4,6.3,0.0,87.33333333,86.33333333,1.9,1.666666667,1.4
S3213,John,Jones,student2213@university.com,Male,6th Grade,C,No,Yes,Bachelor's,Low,12,75.5,75.4,90.5,86.2,73.0,77.5,70.5,55.3,84.0,96.7,73.0,65.1,79.7,24.7,4,6.3,0.0,79.5,96.0,2.25,1.65,1.25
S3222,Emma,Davis,student2222@university.com,Female,6th Grade,F,No,No,Master's,Medium,12,93.0,100.0,83.0,79.3,100.0,100.0,88.0,71.3,100.0,100.0,97.0,84.4,94.5,27.9,6,6.6,,,,,,
S3225,Ahmed,Davis,student2225@university.com,Male,5th Grade,F,No,Yes,Master's,Medium,10,52.0,46.9,46.0,32.7,33.0,24.5,50.0,42.1,60.0,70.3,57.0,44.8,47.5,23.0,4,5.3,,,,,,
S3227,Ali,Jones,student2227@university.com,Male,5th Grade,F,No,Yes,Bachelor's,Medium,10,92.0,79.0,94.0,99.9,96.0,95.2,92.0,53.2,89.0,100.0,81.0,69.2,88.0,12.1,8,4.9,,,,,,
S3228,Ali,Davis,student2228@university.com,Male,5th Grade,D,No,No,Master's,High,10,78.0,61.4,75.0,72.2,59.0,43.8,67.0,53.3,65.0,68.4,68.0,53.2,68.6,5.4,2,7.6,0.0,83.0,92.0,1.1,1.4,1.2
S3228,Ali,Davis,student2228@university.com,Male,6th Grade,D,No,No,Master's,High,12,67.0,56.3,66.0,66.2,72.0,82.4,57.0,43.2,55.0,53.8,69.0,58.3,69.0,5.4,2,7.6,0.0,92.0,75.0,1.4,1.6,0.9
S3228,Ali,Davis,student2228@university.com,Male,Middle School,D,No,No,Master's,High,12,60.0,55.4,61.5,65.2,71.5,68.9,69.5,64.8,71.5,79.3,66.5,57.8,68.9,5.4,2,7.6,0.0,79.0,75.0,1.35,1.65,0.9
S3234,Ali,Jones,student2234@university.com,Male,5th Grade,D,No,Yes,Bachelor's,Low,10,60.0,70.1,56.0,47.0,62.0,72.2,46.0,34.1,60.0,77.6,64.0,62.4,56.5,6.6,5,7.5,0.0,75.0,92.0,1.6,1.6,1.0
S3235,Liam,Williams,student2235@university.com,Female,5th Grade,D,Yes,Yes,Master's,Low,10,65.33333333,56.5,64.0,64.5,70.66666667,65.0,57.66666667,48.8,70.33333333,90.5,61.0,44.9,67.9,5.3,5,5.2,0.0,78.66666667,66.66666667,0.766666667,1.266666667,0.9
S3235,Liam,Williams,student2235@university.com,Female,6th Grade,D,Yes,Yes,Master's,Low,12,62.75,60.0,65.25,60.8,72.0,66.3,65.0,68.5,60.5,78.3,63.5,56.0,53.4,5.3,5,5.2,0.0,88.25,83.5,1.225,1.475,0.925
S3235,Liam,Williams,student2235@university.com,Female,Middle School,D,Yes,Yes,Master's,Low,12,66.5,61.6,68.5,71.2,59.0,51.1,67.5,66.6,66.5,75.3,63.5,61.0,69.8,5.3,5,5.2,0.0,79.0,79.5,1.25,1.3,1.15
S3240,Ali,Davis,student2240@university.com,Male,Middle School,B,No,Yes,High School,Low,12,80.0,83.8,75.0,57.9,91.0,98.6,80.5,77.2,85.5,89.4,82.0,73.0,75.4,28.4,5,6.5,0.0,75.0,96.0,2.65,2.3,1.55
S3246,Ali,Williams,student2246@university.com,Male,5th Grade,C,No,Yes,PhD,High,10,66.66666667,82.1,66.0,62.6,66.33333333,58.9,69.66666667,57.1,71.0,70.1,71.0,64.1,67.0,15.8,7,6.4,0.0,75.33333333,89.0,1.466666667,1.533333333,1.166666667
S3246,Ali,Williams,student2246@university.com,Male,6th Grade,C,No,Yes,PhD,High,12,69.5,60.3,72.0,65.0,74.5,80.0,69.0,64.5,75.5,83.6,66.0,58.6,66.6,15.8,7,6.4,0.0,82.0,79.0,1.6,1.25,1.25
S3246,Ali,Williams,student2246@university.com,Male,Middle School,C,No,Yes,PhD,High,12,69.66666667,60.7,70.33333333,70.3,70.66666667,66.4,72.16666667,61.3,71.0,80.5,69.0,64.7,65.3,15.8,7,6.4,0.0,83.0,76.33333333,1.933333333,1.416666667,1.016666667
S3247,Omar,Davis,student2247@university.com,Male,6th Grade,C,Yes,Yes,PhD,Medium,12,75.16666667,78.1,73.33333333,73.4,69.16666667,49.6,69.0,58.9,75.33333333,92.7,71.66666667,55.1,76.9,29.2,1,7.1,0.0,87.66666667,90.16666667,1.8,1.35,1.016666667
S3247,Omar,Davis,student2247@university.com,Male,Middle School,C,Yes,Yes,PhD,Medium,12,80.5,80.2,73.0,65.3,74.5,68.4,65.0,60.0,69.0,83.4,74.0,55.5,70.8,29.2,1,7.1,0.0,89.0,83.5,1.95,1.35,1.05
S3248,Liam,Davis,student2248@university.com,Female,5th Grade,C,No,Yes,PhD,Low,10,69.75,79.5,74.25,66.5,62.75,50.9,75.75,61.7,65.25,76.0,76.75,64.7,72.1,11.6,7,7.5,0.0,77.75,81.25,1.675,1.35,1.025
S3248,Liam,Davis,student2248@university.com,Female,6th Grade,C,No,Yes,PhD,Low,12,73.75,73.1,80.25,76.2,77.0,76.6,74.25,76.2,68.0,73.7,66.75,45.6,73.1,11.6,7,7.5,0.0,80.25,74.75,1.5,1.425,1.1
S3248,Liam,Davis,student2248@university.com,Female,Middle School,C,No,Yes,PhD,Low,12,69.5,61.6,73.0,64.1,65.5,53.5,69.0,59.1,68.0,73.3,79.5,73.2,72.7,11.6,7,7.5,0.0,87.5,79.0,1.65,1.75,0.9
S3249,Ali,Brown,student2249@university.com,Male,Middle School,B,No,Yes,High School,Low,12,92.5,90.6,85.5,87.5,85.0,93.1,88.0,81.6,80.0,93.0,87.5,79.9,86.7,17.2,10,8.6,0.0,79.0,92.0,2.7,1.95,1.7
S3250,Ahmed,Smith,student2250@university.com,Male,5th Grade,C,No,Yes,Bachelor's,Low,10,72.0,75.7,65.5,60.4,78.0,76.4,63.0,66.1,72.0,86.0,67.5,54.8,64.5,10.3,5,8.4,0.0,87.0,91.5,1.65,1.25,1.25
S3250,Ahmed,Smith,student2250@university.com,Male,6th Grade,C,No,Yes,Bachelor's,Low,12,73.5,74.8,65.75,43.9,77.75,75.4,72.75,71.4,68.25,80.2,75.0,61.4,76.2,10.3,5,8.4,0.0,88.25,85.5,1.875,1.6,0.875
S3250,Ahmed,Smith,student2250@university.com,Male,Middle School,C,No,Yes,Bachelor's,Low,12,70.8,69.8,72.2,66.7,73.8,79.4,65.6,46.7,72.2,77.8,71.6,60.1,69.1,10.3,5,8.4,0.0,84.2,90.0,1.72,1.26,1.0
S3253,Sara,Brown,student2253@university.com,Female,5th Grade,C,Yes,No,Bachelor's,High,10,81.0,83.7,71.0,61.2,73.0,81.6,72.0,66.3,78.0,92.6,84.0,71.1,70.3,9.9,10,4.5,0.0,75.0,75.0,1.2,1.3,1.1
S3253,Sara,Brown,student2253@university.com,Female,Middle School,C,Yes,No,Bachelor's,High,12,81.5,85.0,72.5,58.8,76.5,75.6,79.5,76.0,77.0,90.4,71.5,61.0,74.7,9.9,10,4.5,0.0,96.0,96.0,2.8,2.05,1.2
S3254,Liam,Johnson,student2254@university.com,Female,5th Grade,C,No,Yes,PhD,High,10,82.0,87.2,76.5,65.2,77.0,68.9,85.25,81.3,72.5,78.0,79.5,69.9,84.8,21.9,7,8.8,0.0,92.25,85.5,2.425,1.625,1.15
S3254,Liam,Johnson,student2254@university.com,Female,6th Grade,C,No,Yes,PhD,High,12,80.5,79.9,74.0,71.6,82.0,64.3,82.5,63.7,87.5,96.6,78.0,65.0,84.2,21.9,7,8.8,0.0,96.0,92.0,2.25,1.7,1.05
S3254,Liam,Johnson,student2254@university.com,Female,Middle School,C,No,Yes,PhD,High,12,80.75,73.6,78.75,84.2,82.5,75.2,78.5,63.7,72.25,86.2,83.75,75.4,78.0,21.9,7,8.8,0.0,86.75,92.0,1.575,1.525,1.2
